customer_id,quantity,selling_price,other_discount,coupon_discount,rented,income_bracket,coupon_id,Month,total,age_range_20,age_range_30,age_range_40,age_range_50,age_range_60,age_range_70,marital_status_Married,marital_status_Single,family_size_1,family_size_2,family_size_3,family_size_4,family_size_5,no_of_children_0,no_of_children_1,no_of_children_2,no_of_children_3,brand_type_Established,brand_type_Local,category_Bakery,"category_Dairy, Juices & Snacks",category_Flowers & Plants,category_Garden,category_Grocery,category_Meat,category_Miscellaneous,category_Natural Products,category_Packaged Meat,category_Pharmaceutical,category_Prepared Food,category_Salads,category_Seafood,category_Skin & Hair Care,category_Travel,category_Vegetables (cut),discount,delievry,fashion_cosmetic,grocery,transportation,ott,travel,restaurant,shopping,education,Pharmaceutical,Flowers & Plants,healthcare
382,739,75962.43,-9106.86,0.0,0.0,1216.0,79653,4217,107401.51,0.0,0.0,0.0,608.0,0.0,0.0,608.0,0.0,0.0,0.0,608.0,0.0,0.0,0.0,608.0,0.0,0.0,404.0,204.0,0.0,0.0,0.0,0.0,270.0,96.0,0.0,57.0,143.0,32.0,0.0,0.0,10.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
383,1933,145103.93,-26364.57,0.0,0.0,1637.0,316955,10792,175940.97,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.0,0.0,1637.0,0.0,0.0,0.0,0.0,1637.0,0.0,0.0,1209.0,428.0,0.0,0.0,0.0,0.0,1119.0,74.0,0.0,74.0,239.0,69.0,0.0,21.0,41.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1
384,1369,102034.5,-18088.36,-1107.77,0.0,3288.0,216716,7047,137009.44,0.0,0.0,1096.0,0.0,0.0,0.0,0.0,1096.0,1096.0,0.0,0.0,0.0,0.0,1096.0,0.0,0.0,0.0,866.0,230.0,0.0,3.0,0.0,0.0,807.0,39.0,0.0,80.0,101.0,59.0,1.0,0.0,6.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
386,2746,216076.5,-40567.32,0.0,0.0,12194.0,391434,10712,372315.91,0.0,0.0,1742.0,0.0,0.0,0.0,1742.0,0.0,0.0,0.0,0.0,1742.0,0.0,0.0,0.0,1742.0,0.0,1367.0,375.0,0.0,3.0,6.0,0.0,1181.0,21.0,0.0,117.0,272.0,115.0,1.0,0.0,20.0,6.0,0.0,0.0,0,1,0,1,1,0,0,1,1,0,0,1,0
389,2671,188839.62,-38226.56,-5427.7,0.0,12726.0,444350,12947,240684.49,0.0,2121.0,0.0,0.0,0.0,0.0,2121.0,0.0,0.0,0.0,0.0,2121.0,0.0,0.0,0.0,2121.0,0.0,1765.0,356.0,0.0,57.0,0.0,0.0,1312.0,24.0,0.0,113.0,106.0,499.0,0.0,6.0,0.0,4.0,0.0,0.0,1,1,0,1,1,1,0,1,0,0,1,0,0
390,1518,115922.33,-16324.06,0.0,0.0,4696.0,293950,5731,155984.76,0.0,0.0,0.0,1174.0,0.0,0.0,0.0,1174.0,1174.0,0.0,0.0,0.0,0.0,1174.0,0.0,0.0,0.0,870.0,304.0,0.0,0.0,12.0,0.0,888.0,9.0,0.0,109.0,30.0,123.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0
391,2168,139982.46,-50609.31,-1401.22,0.0,13336.0,263742,11158,219665.74,0.0,0.0,0.0,1667.0,0.0,0.0,0.0,1667.0,1667.0,0.0,0.0,0.0,0.0,1667.0,0.0,0.0,0.0,930.0,737.0,0.0,6.0,0.0,0.0,1197.0,45.0,0.0,38.0,242.0,86.0,0.0,0.0,18.0,32.0,3.0,0.0,0,0,1,0,1,0,1,1,0,0,0,0,1
392,1824,174739.15,-21289.56,-694.5799999999999,1428.0,4284.0,229177,9158,245351.13999999998,0.0,1428.0,0.0,0.0,0.0,0.0,0.0,1428.0,0.0,0.0,0.0,0.0,1428.0,0.0,0.0,0.0,1428.0,899.0,529.0,0.0,4.0,6.0,0.0,835.0,33.0,0.0,32.0,153.0,349.0,1.0,3.0,10.0,2.0,0.0,0.0,1,0,0,1,1,1,0,0,0,0,1,1,1
393,745,51560.62,-12966.9,-2064.52,0.0,3190.0,120045,2897,64747.19,0.0,0.0,0.0,638.0,0.0,0.0,0.0,638.0,638.0,0.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,369.0,269.0,1.0,0.0,0.0,0.0,470.0,12.0,0.0,9.0,110.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
395,1524,110372.84999999999,-27023.32,-284.94,0.0,2640.0,315111,8275,130495.83,0.0,0.0,1320.0,0.0,0.0,0.0,1320.0,0.0,0.0,0.0,0.0,1320.0,0.0,0.0,0.0,1320.0,0.0,1079.0,241.0,0.0,0.0,0.0,0.0,986.0,51.0,0.0,90.0,154.0,3.0,0.0,0.0,36.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1
397,1195,107738.16,-11332.86,0.0,0.0,3612.0,343473,5411,152734.38999999998,0.0,0.0,0.0,903.0,0.0,0.0,0.0,903.0,903.0,0.0,0.0,0.0,0.0,903.0,0.0,0.0,0.0,793.0,110.0,0.0,0.0,0.0,0.0,630.0,9.0,0.0,38.0,139.0,66.0,21.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0
398,792,77600.55,-13902.0,-331.27,0.0,1330.0,126117,4823,94811.73,0.0,0.0,665.0,0.0,0.0,0.0,0.0,665.0,665.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,500.0,165.0,0.0,0.0,3.0,0.0,390.0,30.0,0.0,55.0,70.0,107.0,0.0,0.0,2.0,8.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
399,2004,116648.05,-48271.95,-284.96,0.0,3864.0,188508,7713,328420.38,0.0,0.0,0.0,966.0,0.0,0.0,966.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,966.0,0.0,0.0,456.0,510.0,0.0,0.0,0.0,0.0,785.0,6.0,0.0,35.0,24.0,68.0,3.0,0.0,32.0,13.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,1
400,2162,140367.34,-40328.81,-388.27,0.0,7210.0,238869,8067,265183.08,0.0,0.0,0.0,1442.0,0.0,0.0,0.0,1442.0,1442.0,0.0,0.0,0.0,0.0,1442.0,0.0,0.0,0.0,755.0,687.0,0.0,0.0,0.0,0.0,1033.0,48.0,0.0,71.0,233.0,49.0,2.0,0.0,6.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
401,2766,195015.34,-83860.93,-4421.0199999999995,0.0,7492.0,340382,10260,340843.56,0.0,0.0,1873.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,1873.0,0.0,0.0,853.0,1020.0,0.0,0.0,6.0,0.0,1460.0,18.0,0.0,195.0,115.0,74.0,3.0,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1,0,0,0,1,0,0,1,1
402,2883,231443.21,-58694.54,-552.11,0.0,17360.0,306692,14185,323103.9,0.0,0.0,0.0,0.0,0.0,2480.0,2480.0,0.0,0.0,0.0,2480.0,0.0,0.0,0.0,2480.0,0.0,0.0,1033.0,1447.0,0.0,20.0,3.0,6.0,1614.0,29.0,0.0,284.0,231.0,175.0,14.0,0.0,98.0,6.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1
414,1831,111980.55,-25916.65,-932.86,0.0,10284.0,335211,9313,125387.92,0.0,0.0,0.0,0.0,0.0,1714.0,1714.0,0.0,0.0,1714.0,0.0,0.0,0.0,1714.0,0.0,0.0,0.0,1300.0,414.0,4.0,1.0,0.0,0.0,1188.0,30.0,0.0,61.0,205.0,224.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0
416,1575,139286.56,-39122.12,-2676.83,1276.0,6380.0,295087,7542,198754.5,0.0,0.0,1276.0,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,1276.0,0.0,0.0,0.0,1276.0,0.0,1015.0,261.0,0.0,0.0,3.0,3.0,978.0,24.0,0.0,84.0,112.0,57.0,6.0,0.0,0.0,6.0,3.0,0.0,1,1,0,1,1,0,1,0,0,0,0,1,0
421,2854,281717.21,-49805.78,-1327.1299999999999,0.0,11185.0,602087,13183,395476.25,0.0,0.0,0.0,0.0,2237.0,0.0,2237.0,0.0,0.0,2237.0,0.0,0.0,0.0,2237.0,0.0,0.0,0.0,1961.0,276.0,2.0,3.0,6.0,0.0,1517.0,21.0,0.0,63.0,429.0,191.0,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,0
422,1966,235992.75,-27225.1,0.0,0.0,7720.0,249910,9523,320197.23,0.0,0.0,0.0,1544.0,0.0,0.0,0.0,1544.0,1544.0,0.0,0.0,0.0,0.0,1544.0,0.0,0.0,0.0,909.0,635.0,0.0,0.0,0.0,0.0,1236.0,56.0,0.0,32.0,25.0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,1
427,2218,159765.79,-30684.39,-1943.05,0.0,6740.0,435643,9991,205850.15,0.0,0.0,0.0,0.0,1685.0,0.0,1685.0,0.0,0.0,0.0,1685.0,0.0,0.0,0.0,1685.0,0.0,0.0,1344.0,341.0,0.0,28.0,0.0,0.0,1297.0,33.0,3.0,112.0,89.0,77.0,14.0,0.0,28.0,4.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,1
428,1846,148048.76,-30277.26,-304.56,0.0,4272.0,126107,6006,303397.1,0.0,0.0,1068.0,0.0,0.0,0.0,0.0,1068.0,1068.0,0.0,0.0,0.0,0.0,1068.0,0.0,0.0,0.0,662.0,406.0,4.0,0.0,0.0,0.0,608.0,27.0,0.0,52.0,287.0,64.0,0.0,0.0,26.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1
429,1039,72579.14,-22058.16,-356.2,0.0,2439.0,211032,6060,102616.04,0.0,0.0,813.0,0.0,0.0,0.0,0.0,813.0,0.0,813.0,0.0,0.0,0.0,813.0,0.0,0.0,0.0,429.0,384.0,0.0,0.0,0.0,0.0,611.0,12.0,0.0,67.0,36.0,85.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
431,1376,122987.15,-26259.7,-856.7099999999999,0.0,5540.0,239098,7216,173907.08,0.0,0.0,1108.0,0.0,0.0,0.0,0.0,1108.0,0.0,1108.0,0.0,0.0,0.0,1108.0,0.0,0.0,0.0,858.0,250.0,0.0,0.0,0.0,0.0,779.0,30.0,0.0,3.0,251.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
434,1507,116417.15,-34971.09,-35.62,0.0,6110.0,309885,7637,163165.91999999998,0.0,0.0,0.0,1222.0,0.0,0.0,0.0,1222.0,1222.0,0.0,0.0,0.0,0.0,1222.0,0.0,0.0,0.0,957.0,265.0,2.0,3.0,0.0,0.0,743.0,39.0,3.0,61.0,244.0,43.0,10.0,0.0,72.0,2.0,0.0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,1
436,1773,126080.1,-46212.03,-1979.74,0.0,10760.0,184856,5824,187088.8,0.0,0.0,0.0,0.0,0.0,1345.0,1345.0,0.0,0.0,1345.0,0.0,0.0,0.0,1345.0,0.0,0.0,0.0,703.0,642.0,0.0,4.0,3.0,0.0,821.0,57.0,0.0,146.0,230.0,65.0,5.0,0.0,14.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1
438,1758,131209.13999999998,-20694.44,-106.85999999999999,0.0,1392.0,303194,8378,197632.25,0.0,0.0,1392.0,0.0,0.0,0.0,1392.0,0.0,0.0,1392.0,0.0,0.0,0.0,1392.0,0.0,0.0,0.0,934.0,458.0,0.0,2.0,0.0,0.0,960.0,72.0,0.0,44.0,153.0,127.0,6.0,3.0,2.0,23.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,1
440,1232,141512.12,-21721.14,-213.71999999999997,0.0,8320.0,207524,6476,178975.02,0.0,0.0,1040.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,1040.0,0.0,0.0,888.0,152.0,2.0,18.0,3.0,0.0,506.0,22.0,0.0,157.0,282.0,9.0,0.0,0.0,41.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1
441,1031,98866.43,-17912.52,-124.66999999999999,0.0,1766.0,128232,4963,119948.84,0.0,0.0,0.0,0.0,0.0,883.0,0.0,883.0,883.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,548.0,335.0,0.0,3.0,9.0,0.0,470.0,54.0,0.0,62.0,160.0,95.0,1.0,0.0,26.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,1
443,981,81355.99,-12039.97,-243.98999999999998,0.0,3768.0,130121,5497,87740.84999999999,0.0,0.0,0.0,0.0,0.0,942.0,0.0,942.0,942.0,0.0,0.0,0.0,0.0,942.0,0.0,0.0,0.0,578.0,364.0,0.0,9.0,0.0,3.0,451.0,78.0,0.0,162.0,99.0,112.0,5.0,0.0,23.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,1
444,2716,284102.89,-56724.19,-623.3499999999999,0.0,4772.0,489782,12448,341302.14,0.0,0.0,0.0,2386.0,0.0,0.0,0.0,2386.0,0.0,2386.0,0.0,0.0,0.0,2386.0,0.0,0.0,0.0,1839.0,547.0,10.0,2.0,6.0,6.0,1628.0,102.0,0.0,211.0,149.0,173.0,14.0,0.0,59.0,23.0,0.0,3.0,1,1,1,0,1,0,0,0,1,0,1,1,1
446,3223,259132.55,-33156.2,-284.96,0.0,9936.0,392368,17129,374407.56,0.0,0.0,2484.0,0.0,0.0,0.0,0.0,2484.0,0.0,0.0,2484.0,0.0,0.0,0.0,0.0,2484.0,0.0,1488.0,996.0,0.0,16.0,0.0,0.0,1836.0,18.0,0.0,138.0,199.0,245.0,0.0,0.0,4.0,28.0,0.0,0.0,0,1,1,1,1,0,0,1,1,0,1,0,1
447,3909,373742.27999999997,-77986.39,-2183.85,0.0,15480.0,762709,19546,493674.27,0.0,0.0,3096.0,0.0,0.0,0.0,0.0,3096.0,0.0,3096.0,0.0,0.0,0.0,3096.0,0.0,0.0,0.0,2197.0,899.0,0.0,24.0,12.0,3.0,2078.0,57.0,0.0,197.0,190.0,507.0,6.0,0.0,5.0,17.0,0.0,0.0,1,1,1,0,1,0,0,1,1,0,1,1,1
450,2706,271912.96,-49508.11,-979.53,0.0,10035.0,453683,12203,450831.39999999997,0.0,0.0,0.0,2007.0,0.0,0.0,2007.0,0.0,0.0,2007.0,0.0,0.0,0.0,2007.0,0.0,0.0,0.0,1804.0,203.0,0.0,23.0,3.0,0.0,1425.0,20.0,3.0,139.0,240.0,136.0,4.0,0.0,4.0,10.0,0.0,0.0,0,1,1,0,1,0,0,1,1,0,0,0,1
455,1303,120902.5,-28022.239999999998,0.0,0.0,5490.0,224992,6159,153057.44,0.0,0.0,0.0,1098.0,0.0,0.0,0.0,1098.0,0.0,1098.0,0.0,0.0,0.0,1098.0,0.0,0.0,0.0,847.0,251.0,0.0,6.0,6.0,0.0,712.0,15.0,0.0,71.0,147.0,114.0,6.0,3.0,8.0,10.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,1,0
456,4272,474179.66,-65250.0,-135.34,0.0,25011.0,765214,22353,629266.42,0.0,3573.0,0.0,0.0,0.0,0.0,3573.0,0.0,0.0,0.0,0.0,0.0,3573.0,0.0,0.0,0.0,3573.0,2829.0,744.0,1.0,30.0,3.0,21.0,2209.0,165.0,4.0,438.0,561.0,66.0,10.0,0.0,44.0,15.0,6.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,1
457,1095,92876.64,-12512.22,0.0,0.0,5838.0,180406,4871,119589.58,0.0,0.0,834.0,0.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,834.0,0.0,0.0,0.0,834.0,0.0,610.0,224.0,2.0,0.0,0.0,3.0,495.0,3.0,0.0,110.0,45.0,136.0,0.0,0.0,22.0,15.0,3.0,0.0,1,0,1,1,1,0,1,0,0,0,0,1,1
460,4522,446941.64,-86395.32,-1529.8899999999999,0.0,18300.0,982172,20997,625601.59,0.0,0.0,0.0,0.0,0.0,3660.0,3660.0,0.0,0.0,3660.0,0.0,0.0,0.0,3660.0,0.0,0.0,0.0,3035.0,625.0,3.0,1.0,0.0,9.0,2737.0,33.0,0.0,298.0,390.0,113.0,5.0,0.0,60.0,2.0,9.0,0.0,1,1,0,0,0,0,1,1,1,0,0,1,1
461,1896,143405.83,-56110.69,-1642.09,0.0,2354.0,260546,6950,276389.11,0.0,0.0,0.0,0.0,1177.0,0.0,0.0,1177.0,0.0,0.0,1177.0,0.0,0.0,0.0,1177.0,0.0,0.0,870.0,307.0,0.0,3.0,0.0,0.0,801.0,54.0,0.0,43.0,258.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
462,1211,86166.39,-27617.71,-870.91,0.0,1786.0,115784,4821,142432.45,0.0,0.0,0.0,0.0,893.0,0.0,893.0,0.0,0.0,893.0,0.0,0.0,0.0,893.0,0.0,0.0,0.0,556.0,337.0,0.0,0.0,3.0,6.0,536.0,51.0,0.0,44.0,181.0,56.0,0.0,0.0,16.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
463,537,41401.77,-11045.0,-2358.0,0.0,2244.0,76830,2471,78137.34999999999,0.0,0.0,0.0,374.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,374.0,325.0,49.0,0.0,3.0,0.0,3.0,223.0,12.0,0.0,57.0,54.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0
464,8676,691507.4,-153049.5,-15506.55,0.0,20073.0,1039818,38580,980220.92,0.0,0.0,0.0,6691.0,0.0,0.0,6691.0,0.0,0.0,0.0,0.0,0.0,6691.0,0.0,0.0,0.0,6691.0,3416.0,3275.0,0.0,38.0,0.0,3.0,4796.0,78.0,3.0,523.0,634.0,466.0,0.0,3.0,133.0,11.0,0.0,3.0,1,1,1,1,1,0,0,1,1,0,1,1,1
466,3731,286778.38,-56964.45,-1871.8,0.0,12520.0,428597,15790,434503.04,0.0,0.0,2504.0,0.0,0.0,0.0,2504.0,0.0,0.0,2504.0,0.0,0.0,0.0,2504.0,0.0,0.0,0.0,2211.0,293.0,2.0,16.0,0.0,0.0,1635.0,62.0,0.0,221.0,104.0,460.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,1,0,1,0,1
467,3167,194326.34,-64423.9,-463.05999999999995,0.0,7554.0,502868,16089,264089.77999999997,0.0,0.0,0.0,2518.0,0.0,0.0,0.0,2518.0,2518.0,0.0,0.0,0.0,0.0,2518.0,0.0,0.0,0.0,1428.0,1090.0,0.0,0.0,0.0,0.0,2061.0,18.0,3.0,146.0,173.0,97.0,0.0,0.0,20.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,1
473,961,93592.15,-23652.65,-231.17,0.0,3040.0,132301,4815,120054.44,0.0,0.0,0.0,760.0,0.0,0.0,0.0,760.0,0.0,760.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,483.0,277.0,0.0,3.0,0.0,0.0,458.0,6.0,0.0,28.0,34.0,194.0,3.0,3.0,6.0,25.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,1,0,0
474,2271,150430.69,-49127.7,-781.81,0.0,9912.0,381324,12225,250874.41999999998,0.0,0.0,0.0,0.0,1652.0,0.0,1652.0,0.0,0.0,0.0,0.0,1652.0,0.0,0.0,0.0,1652.0,0.0,1252.0,400.0,0.0,14.0,0.0,0.0,1325.0,13.0,0.0,124.0,168.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0
475,1786,70127.02,-18994.73,-657.2,0.0,6384.0,230299,6404,152938.44999999998,0.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,1064.0,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,998.0,66.0,0.0,0.0,3.0,0.0,1014.0,0.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
479,2907,212191.4,-43963.26,-169.18,0.0,18590.0,417692,11854,424101.01,0.0,0.0,0.0,1859.0,0.0,0.0,1859.0,0.0,0.0,1859.0,0.0,0.0,0.0,1859.0,0.0,0.0,0.0,1553.0,306.0,3.0,31.0,3.0,9.0,1120.0,78.0,3.0,321.0,103.0,142.0,1.0,0.0,36.0,3.0,3.0,3.0,0,1,0,0,1,0,1,1,1,0,0,1,1
480,1196,93206.37,-16017.11,-71.24,0.0,4620.0,142608,6182,129649.53,0.0,0.0,0.0,0.0,0.0,924.0,0.0,924.0,0.0,0.0,924.0,0.0,0.0,0.0,924.0,0.0,0.0,573.0,351.0,0.0,10.0,0.0,0.0,526.0,120.0,3.0,108.0,33.0,78.0,2.0,0.0,39.0,5.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
481,2829,142904.66999999998,-24658.12,-2545.75,2446.0,4892.0,349384,13794,171965.46,0.0,0.0,2446.0,0.0,0.0,0.0,2446.0,0.0,0.0,0.0,0.0,2446.0,0.0,0.0,0.0,2446.0,0.0,1285.0,1161.0,0.0,0.0,3.0,0.0,2006.0,69.0,0.0,27.0,150.0,162.0,0.0,0.0,22.0,7.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,1,0,1
486,1384,108810.62,-28136.67,-89.05,0.0,957.0,111654,4268,196672.24,0.0,0.0,0.0,957.0,0.0,0.0,0.0,957.0,0.0,0.0,957.0,0.0,0.0,0.0,957.0,0.0,0.0,512.0,445.0,0.0,0.0,0.0,3.0,639.0,45.0,0.0,20.0,190.0,53.0,3.0,0.0,2.0,2.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,1,0
488,1248,110935.25,-21865.57,0.0,1042.0,6252.0,199662,6935,136096.18,0.0,0.0,1042.0,0.0,0.0,0.0,1042.0,0.0,0.0,1042.0,0.0,0.0,0.0,1042.0,0.0,0.0,0.0,783.0,259.0,0.0,0.0,3.0,0.0,655.0,69.0,3.0,90.0,142.0,46.0,1.0,0.0,33.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1
490,1311,98020.72,-28066.51,-1122.03,0.0,5055.0,193703,6320,134357.05,0.0,0.0,1011.0,0.0,0.0,0.0,0.0,1011.0,1011.0,0.0,0.0,0.0,0.0,1011.0,0.0,0.0,0.0,786.0,225.0,1.0,31.0,3.0,0.0,749.0,11.0,0.0,62.0,65.0,42.0,5.0,0.0,42.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1
494,3252,265960.71,-47948.409999999996,-2522.5699999999997,0.0,16360.0,414760,12691,459866.72,0.0,2045.0,0.0,0.0,0.0,0.0,2045.0,0.0,0.0,0.0,0.0,0.0,2045.0,0.0,0.0,0.0,2045.0,1473.0,572.0,0.0,13.0,12.0,9.0,1211.0,26.0,0.0,165.0,143.0,406.0,3.0,30.0,21.0,3.0,3.0,0.0,1,1,0,1,1,1,1,1,1,0,1,1,1
495,2998,296002.68,-46999.74,-78.36,2540.0,20320.0,437852,16365,357874.0,0.0,0.0,2540.0,0.0,0.0,0.0,2540.0,0.0,0.0,2540.0,0.0,0.0,0.0,2540.0,0.0,0.0,0.0,1967.0,573.0,4.0,117.0,22.0,0.0,1318.0,33.0,0.0,289.0,154.0,424.0,9.0,0.0,36.0,131.0,3.0,0.0,0,1,1,0,1,0,1,1,1,0,1,1,1
497,1079,87294.45,-26322.74,-2242.25,0.0,4520.0,160401,4919,113040.93,0.0,0.0,904.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,904.0,697.0,207.0,2.0,28.0,0.0,0.0,551.0,51.0,0.0,70.0,74.0,90.0,2.0,0.0,34.0,2.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1
498,3154,275111.79,-52318.19,-1282.33,0.0,24462.0,498105,17508,315503.62,0.0,0.0,0.0,2718.0,0.0,0.0,2718.0,0.0,0.0,2718.0,0.0,0.0,0.0,2718.0,0.0,0.0,0.0,2263.0,455.0,0.0,18.0,16.0,3.0,1663.0,96.0,0.0,552.0,60.0,272.0,1.0,0.0,0.0,37.0,0.0,0.0,0,1,1,0,1,0,0,1,1,0,1,1,1
499,3590,190120.4,-59894.14,-333.03999999999996,2912.0,14560.0,592491,17958,237631.76,0.0,0.0,2912.0,0.0,0.0,0.0,2912.0,0.0,0.0,2912.0,0.0,0.0,0.0,2912.0,0.0,0.0,0.0,1979.0,933.0,0.0,10.0,0.0,3.0,2288.0,57.0,3.0,56.0,343.0,128.0,4.0,0.0,20.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,1,1
501,3183,238210.01,-58887.58,-959.21,0.0,14440.0,560456,17208,283492.7,0.0,0.0,0.0,2888.0,0.0,0.0,0.0,2888.0,2888.0,0.0,0.0,0.0,0.0,2888.0,0.0,0.0,0.0,2036.0,852.0,0.0,8.0,33.0,9.0,1567.0,134.0,0.0,346.0,324.0,431.0,0.0,0.0,8.0,17.0,11.0,0.0,0,1,1,0,1,0,1,1,1,0,1,1,1
504,873,87546.44,-14579.81,0.0,0.0,5936.0,159584,4678,106641.95,0.0,0.0,0.0,0.0,0.0,742.0,0.0,742.0,0.0,0.0,742.0,0.0,0.0,0.0,742.0,0.0,0.0,563.0,179.0,2.0,3.0,3.0,0.0,481.0,33.0,0.0,88.0,82.0,43.0,4.0,0.0,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
506,828,74701.37,-14677.57,-267.15,0.0,4627.0,157586,3773,122891.42,0.0,0.0,0.0,661.0,0.0,0.0,661.0,0.0,0.0,661.0,0.0,0.0,0.0,661.0,0.0,0.0,0.0,570.0,91.0,0.0,0.0,3.0,0.0,464.0,9.0,0.0,154.0,9.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1
507,599,59885.4,-11217.82,0.0,0.0,2778.0,79931,2758,93287.09999999999,0.0,0.0,0.0,0.0,0.0,463.0,463.0,0.0,0.0,463.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,269.0,194.0,0.0,12.0,9.0,0.0,333.0,9.0,0.0,60.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
508,1834,175484.79,-23685.58,0.0,0.0,10260.0,302398,12183,217322.21,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,0.0,1710.0,0.0,0.0,0.0,1710.0,0.0,0.0,0.0,1258.0,452.0,0.0,43.0,3.0,0.0,1044.0,87.0,0.0,95.0,309.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,1,0,0,0,0,1
509,806,98923.38,-22446.09,-291.02,0.0,1875.0,332697,3946,178181.01,0.0,625.0,0.0,0.0,0.0,0.0,0.0,625.0,625.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,609.0,16.0,0.0,9.0,0.0,0.0,559.0,0.0,0.0,17.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0
